Speeches,we_PPSS,that_CS,this_DT,will_MD,that_DT,that's_DT,my_PP$,he_PPS,has_HVZ,because_CS,we've_PPSS,so_CS,his_PP$,why_WRB,senator_NN,college_NN,life_NN,most_QL,folks_NNS,everybody_PN,laughter_NP,percent_NN,business_NN,history_NN,mccain_NP,dollars_NNS,chance_NN,obama_NP,clinton_NP,wrong_JJ,interests_NNS,record_NN,bad_JJ,direction_NN,sick_JJ,spending_NN,greater_JJR,cause_NN,elected_VBN,courage_NN,wealth_NN,case_NN,roads_NNS,increase_NN,reforms_NNS,win/loss,Reduced by correlation then RFL
2004kerry040326.txt,0.010289,0.0071231,0.0091017,0.0083102,0.0019786,0.0015829,0.0019786,0.0023744,0.0023744,0,0.00039573,0.0023744,0.00079145,0.00039573,0,0.00039573,0.00039573,0.0019786,0,0,0,0.00039573,0.0023744,0.00039573,0,0.00039573,0,0,0,0,0.00079145,0.0023744,0,0.0015829,0,0,0,0,0.00039573,0,0,0,0,0.00039573,0.00039573,0,
2004kerry040510.txt,0.0027964,0.0044743,0.0055928,0.0083893,0.0027964,0.0016779,0.0016779,0.0016779,0.0050336,0.0016779,0,0.00055928,0.0011186,0,0,0,0.00055928,0.0011186,0.00055928,0,0,0,0.0011186,0,0,0.00055928,0,0,0,0.0011186,0,0.00055928,0.00055928,0,0.00055928,0,0.00055928,0,0,0,0,0,0,0,0.00055928,0,
2004kerry040527.txt,0.0191,0.004313,0.0064695,0.014171,0.0040049,0,0.0018484,0.0040049,0.0036969,0.00061614,0.00030807,0.00030807,0.00030807,0.00030807,0,0,0.00030807,0.0015404,0,0,0,0,0.00030807,0.00061614,0,0,0,0,0,0,0,0,0,0,0,0,0.00030807,0.00061614,0,0,0,0,0,0,0,0,
2004kerry040624.txt,0.016488,0.004122,0.004122,0.0094806,0.0037098,0.0012366,0.0016488,0.0045342,0.0016488,0.0008244,0.0008244,0.0024732,0.0016488,0.0004122,0,0,0.0004122,0.0004122,0.0008244,0,0,0,0.0012366,0.0004122,0,0,0.0008244,0,0.0004122,0,0,0.0004122,0,0,0,0,0.0008244,0.0004122,0,0,0,0,0,0,0,0,
2004kerry040729.txt,0.02024,0.0054889,0.0044597,0.01012,0.0041166,0.0010292,0.0053173,0.0010292,0.0022298,0.0024014,0.00034305,0.0017153,0.00085763,0.00034305,0.00017153,0.00017153,0.0012007,0.00085763,0,0,0,0.00068611,0.00017153,0.00034305,0.00017153,0,0,0,0,0.00017153,0,0.00017153,0,0.00017153,0.00034305,0,0,0.00017153,0.00017153,0,0,0,0,0,0,0,
2004kerry040805.txt,0.014111,0.0087802,0.0037629,0.0050172,0.0047037,0.00031358,0.0037629,0.00031358,0.002195,0.0018815,0.0018815,0.00094073,0,0.00031358,0,0.00031358,0.00094073,0.00094073,0,0,0,0.0025086,0.00031358,0.00062716,0,0,0,0,0,0.00031358,0,0.00094073,0,0.00031358,0,0,0,0,0.00031358,0,0,0,0,0,0,0,
2004kerry040924.txt,0.01905,0.0062752,0.0062752,0.016584,0.0049305,0,0.00089646,0.00067234,0.0029135,0.0013447,0,0.00067234,0.0013447,0,0.00022411,0,0.00067234,0.0017929,0,0,0,0.00044823,0.00022411,0.00022411,0,0.00022411,0,0,0.00022411,0.0026894,0,0,0,0,0,0,0.00022411,0.00044823,0,0,0,0.00022411,0,0.00022411,0,0,
2004kerry041002.txt,0.011403,0.0071266,0.0076967,0.010262,0.0019954,0.0054162,0.0014253,0.0076967,0.0037058,0.00085519,0.00057013,0.0017104,0.0065564,0.00057013,0.00028506,0.0022805,0.00028506,0.0011403,0.00028506,0,0,0.0022805,0.00085519,0,0.00028506,0.00057013,0.0014253,0,0.00028506,0.0019954,0,0.0028506,0,0,0,0,0,0,0,0,0,0,0,0.00057013,0,0,
2004kerry041019.txt,0.013235,0.0073529,0.0088235,0.010662,0.0029412,0.0033088,0.0018382,0.0091912,0.00625,0.0014706,0.00036765,0.00073529,0.0040441,0.00073529,0,0,0,0,0,0,0,0.00036765,0,0.0018382,0.00036765,0,0.00036765,0,0.00036765,0.0014706,0,0.00073529,0.00073529,0.0011029,0,0.00073529,0,0,0,0,0,0,0,0.00036765,0,0,
2004kerry041027.txt,0.006986,0.0053227,0.0076514,0.008982,0.0033267,0.00066534,0.0033267,0.0056554,0.0026613,0.0013307,0.000998,0.00033267,0.0013307,0,0.00066534,0.0013307,0.00033267,0.000998,0,0,0,0.000998,0,0,0,0,0.0013307,0,0,0.00033267,0,0.00033267,0.000998,0.00033267,0.00033267,0,0,0,0.00033267,0,0,0,0,0,0,0,
2008mccain0108.txt,0.016255,0.0091027,0.0071521,0.0045514,0.0045514,0,0.0097529,0.0006502,0.0019506,0.0006502,0.0006502,0,0.0006502,0,0,0,0.0006502,0.0006502,0,0,0,0,0,0.0019506,0,0,0,0,0,0,0.0019506,0,0,0,0,0,0.003251,0.0039012,0.0006502,0.0013004,0,0,0,0,0,0,
2008mccain0112.txt,0.014831,0.009322,0.0029661,0.0084746,0.0021186,0.00042373,0.0021186,0,0.0033898,0.00042373,0,0.00084746,0.00084746,0.00042373,0,0,0,0.0016949,0,0,0,0.0021186,0.0021186,0.00042373,0,0.00084746,0,0,0,0,0.00042373,0.00042373,0,0,0,0.0016949,0.00084746,0,0.00042373,0.00042373,0.00084746,0,0,0,0,0,
2008mccain0119.txt,0.013829,0.010372,0.0043215,0.0060501,0.0017286,0,0.0095073,0.0008643,0.0017286,0.0025929,0,0.0008643,0,0,0,0,0.0025929,0.0008643,0,0,0,0,0,0,0.0008643,0,0,0,0,0,0.0008643,0,0,0,0,0,0.0017286,0,0,0.0008643,0,0,0,0,0,0,
2008mccain0207.txt,0.0067616,0.012811,0.0060498,0.013167,0.0071174,0,0.01637,0,0.0010676,0.0014235,0,0.00035587,0.0010676,0,0.0035587,0,0.0014235,0.00035587,0,0,0,0,0.00035587,0,0,0,0,0.0017794,0.0017794,0,0.00035587,0.0021352,0,0.00035587,0,0,0.0010676,0.0010676,0.00035587,0.00035587,0,0.0010676,0,0,0,0,
2008mccain0213.txt,0.016372,0.0078585,0.0032744,0.014407,0.0039293,0,0.0098232,0.0013098,0.0032744,0.00065488,0,0,0.00065488,0,0,0,0.0013098,0,0,0,0,0,0,0.0026195,0,0,0,0,0,0,0.00065488,0,0,0,0,0,0.0026195,0.0013098,0,0.0013098,0.00065488,0.0013098,0,0,0,0,
2008mccain0325.txt,0.0066152,0.0077178,0.0049614,0.0033076,0.0016538,0,0.0011025,0.00055127,0.0011025,0.0027563,0.00055127,0.00055127,0,0,0,0,0,0.00055127,0,0,0,0.0016538,0.0011025,0,0,0.00055127,0.00055127,0,0,0,0,0,0,0,0,0,0.00055127,0,0,0,0,0.00055127,0,0.00055127,0.0011025,0,
2008mccain0326.txt,0.018401,0.0042463,0.0028309,0.0040104,0.0028309,0,0.0014154,0.00070771,0.002359,0.0016513,0,0,0.0002359,0,0,0,0.0011795,0.00094362,0,0,0,0.00094362,0,0.00094362,0,0,0.0002359,0,0,0.00047181,0.0021231,0,0,0,0,0,0.00094362,0.00094362,0,0.0002359,0,0,0,0,0,0,
2008mccain0331.txt,0.0024399,0.0041826,0,0.00034855,0.0020913,0.00034855,0.018473,0.012896,0.0020913,0.00034855,0,0,0.0094109,0,0,0,0.0034855,0.0013942,0,0,0,0,0,0.00034855,0.0027884,0,0,0,0,0,0,0,0.00034855,0,0,0.00034855,0.0010457,0.00069711,0,0.00069711,0,0,0,0,0,0,
2008mccain0401.txt,0.006263,0.0091858,0.00083507,0.0029228,0.0029228,0,0.012526,0.012944,0,0.00083507,0,0,0.0066806,0.00041754,0,0.00041754,0.0045929,0.0016701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012526,0.00041754,0,0,0.00041754,0,0,0,0,0,
2008mccain0402.txt,0.0052258,0.0074655,0.0018664,0.0022396,0.0033595,0.00074655,0.017544,0.00074655,0.00074655,0.00074655,0,0,0,0.00037327,0,0,0.0033595,0.00037327,0,0,0,0,0,0.00074655,0,0,0,0,0,0,0.00074655,0.00074655,0.00037327,0,0,0,0.0018664,0.0048526,0,0.00074655,0.0011198,0,0,0,0,0,
2008mccain0403.txt,0.013217,0.0045217,0.0027826,0.00069565,0.002087,0.00034783,0.0097391,0,0.0017391,0,0,0.00034783,0,0,0,0,0.0024348,0.0017391,0,0,0,0,0,0.002087,0,0,0,0,0,0,0,0.00034783,0.00034783,0.00034783,0,0,0.0017391,0.0024348,0.00034783,0.00069565,0,0,0,0,0,0,
2008mccain0404.txt,0.010747,0.0079186,0.0084842,0.0045249,0.0045249,0,0.0011312,0.0096154,0.00056561,0.0011312,0,0,0.010181,0,0,0,0.0028281,0.0011312,0,0,0,0,0,0.00056561,0,0,0,0,0,0.0011312,0,0,0.00056561,0,0,0,0,0.0022624,0,0,0,0.0011312,0,0,0,0,
2008mccain0405.txt,0.012635,0.0068592,0.0032491,0,0.0028881,0,0.0046931,0.013357,0.001444,0.00072202,0,0,0.0090253,0.00036101,0,0,0.0025271,0.0021661,0,0,0,0,0.00036101,0.00072202,0.00036101,0,0,0,0,0.00036101,0.00036101,0,0,0,0,0,0.001083,0.00036101,0,0,0,0,0,0,0,0,
2008mccain0407.txt,0.018635,0.0065771,0.0021924,0.0046588,0.0019183,0,0.0013702,0.00027405,0.0021924,0.00082214,0,0.00027405,0,0.00027405,0,0,0.0019183,0.0010962,0,0,0,0.0005481,0,0.0005481,0,0,0,0.00027405,0.00027405,0,0.0024664,0,0,0.00027405,0,0,0.0013702,0.00027405,0.0005481,0.00027405,0,0,0,0,0,0,
2008mccain0410.txt,0.0093264,0.007772,0.0051813,0.0062176,0.00051813,0,0.0036269,0,0.0025907,0,0,0.00051813,0,0,0,0.00051813,0,0.0010363,0,0,0,0,0.0025907,0,0,0,0,0,0,0,0,0,0.00051813,0,0,0,0,0,0,0,0,0.00051813,0,0,0.0010363,0,
2008mccain0415.txt,0.0097171,0.0047506,0.0043187,0.012092,0.003239,0.00064781,0.003455,0.00043187,0.0028072,0.0010797,0,0.00043187,0.00021594,0.00043187,0.00043187,0.00021594,0.0010797,0.00021594,0,0,0,0.00021594,0.0012956,0.00021594,0,0.0025912,0,0.0010797,0.0010797,0.00021594,0.00064781,0.00021594,0.00021594,0.00021594,0.00021594,0.0012956,0,0,0.00064781,0,0.00021594,0.00064781,0,0.00086374,0.0012956,0,
2008mccain0422.txt,0.0079483,0.0074516,0.0059613,0.006458,0.0029806,0.00099354,0.0034774,0,0.0019871,0.0024839,0.00049677,0,0,0,0,0,0.00099354,0.00049677,0,0,0,0,0.00049677,0,0,0.00049677,0.0014903,0,0,0,0,0,0,0.00049677,0,0,0,0.00049677,0.00049677,0,0,0.00049677,0,0,0.00049677,0,
2008mccain0423.txt,0.0051151,0.0076726,0.002046,0.0066496,0.0030691,0,0.0061381,0.002046,0.0030691,0,0,0.00051151,0,0.00051151,0,0.0015345,0.0015345,0.0015345,0.00051151,0,0,0,0.002046,0.00051151,0,0,0,0,0,0,0.00051151,0.00051151,0,0,0,0.001023,0.00051151,0,0.0015345,0,0,0,0,0.00051151,0,0,
2008mccain0428.txt,0.0078397,0.0034843,0.0017422,0.0052265,0.0034843,0,0.0034843,0,0.0034843,0,0,0,0,0,0,0,0.0026132,0.00087108,0,0,0,0,0,0,0,0.00087108,0,0,0,0.00087108,0.00087108,0,0,0,0,0.00087108,0,0,0,0,0,0,0,0,0,0,
2008mccain0429.txt,0.0056834,0.0067659,0.0064953,0.0062246,0.0021651,0.00027064,0.0013532,0,0.0013532,0.0010825,0,0.00054127,0,0,0.00054127,0,0.00054127,0.0021651,0,0,0,0,0.0010825,0,0,0.00081191,0,0.00027064,0.00027064,0,0,0,0.00027064,0.00054127,0,0,0.00081191,0.00027064,0,0,0,0.0010825,0,0,0.0010825,0,
2008mccain0501.txt,0.0068598,0.0045732,0.0030488,0.0091463,0.0030488,0.0007622,0.0007622,0,0.0022866,0.0015244,0,0,0,0,0,0,0,0.0022866,0,0,0,0,0.0007622,0,0,0,0,0,0,0,0,0.0015244,0,0,0,0,0.0007622,0,0,0,0,0.0007622,0,0,0,0,
2008mccain0506.txt,0.0039746,0.0066243,0.0037096,0.0042395,0.0023847,0,0.0042395,0.0013249,0.0026497,0.0010599,0.00026497,0.00026497,0.00052994,0.00026497,0.0026497,0,0.00052994,0,0,0,0,0,0.0010599,0.00026497,0,0,0,0.0013249,0.00079491,0,0,0.00079491,0.00026497,0,0,0,0,0.00026497,0.00079491,0,0,0.0021198,0,0,0,0,
2008mccain0507.txt,0.011415,0.0097839,0.0057073,0.0040766,0,0,0,0.00040766,0.0032613,0.00081533,0,0.00040766,0.001223,0.00040766,0,0,0.0016307,0.00081533,0,0,0,0.00081533,0,0.001223,0,0,0,0,0,0,0,0,0,0,0,0,0.00081533,0,0,0,0,0,0,0,0,0,
2008mccain0512.txt,0.017261,0.0064031,0.0044543,0.014198,0.0025056,0.0002784,0.00083519,0,0.0011136,0.001392,0,0,0,0.0002784,0,0,0,0.0022272,0,0,0,0.00083519,0,0.0002784,0,0,0,0,0,0,0.0011136,0,0,0.00055679,0,0,0.0011136,0.00055679,0.0002784,0.0002784,0,0.0002784,0.0002784,0,0.0002784,0,
2008mccain0515.txt,0.0060114,0.0039074,0.0030057,0.0072137,0.00090171,0,0.0039074,0,0.01052,0.00090171,0,0,0.00030057,0,0,0,0.00060114,0.00090171,0,0,0,0,0.00030057,0.0012023,0,0,0,0,0,0,0.00060114,0,0,0,0.00060114,0,0.00060114,0.00030057,0.0012023,0,0,0,0,0.00090171,0.0018034,0,
2008mccain0516.txt,0.0056201,0.0041214,0.0026227,0.0056201,0.0014987,0,0.0048707,0.0048707,0.0014987,0.001124,0,0.00037467,0.0026227,0,0.0052454,0,0.00074934,0.00037467,0,0,0,0,0.00037467,0.00037467,0,0.00037467,0.0014987,0.0041214,0.0014987,0,0.00074934,0.00037467,0,0,0,0.00037467,0.001124,0.001124,0.0014987,0,0,0.002248,0,0,0,0,
2008mccain0519.txt,0.0077567,0.0068259,0.0031027,0.0043438,0.0024822,0.00093081,0.0027924,0.00093081,0.0024822,0.0015513,0,0.00031027,0.00062054,0.00062054,0.0031027,0,0.00031027,0.00093081,0,0,0,0.00062054,0.00093081,0,0,0.0058951,0.00031027,0.0024822,0.00062054,0,0.0018616,0,0.00062054,0,0,0.00062054,0.00031027,0.00062054,0.00062054,0,0,0.00093081,0,0.00031027,0.00062054,0,
2008mccain0520.txt,0.007545,0.0034823,0.0034823,0.012188,0.0017411,0,0.0029019,0.0017411,0.0046431,0,0,0,0.0011608,0.00058038,0.0011608,0,0,0.00058038,0,0,0,0.0017411,0.0011608,0,0,0,0,0.0017411,0.00058038,0.00058038,0.0011608,0,0,0,0,0,0,0.00058038,0.00058038,0,0,0,0,0.00058038,0.0011608,0,
2008mccain0526.txt,0.013181,0.0060563,0.00285,0.0060563,0.0035625,0,0.007125,0.0021375,0.0024938,0.0007125,0,0,0.0007125,0.0007125,0.0024938,0,0.0024938,0.0010688,0,0,0,0.00035625,0,0.00035625,0,0,0,0,0,0,0.00035625,0,0,0.00035625,0.0007125,0,0.0010688,0.0007125,0,0,0,0.00035625,0,0.00035625,0,0,
2008mccain0527.txt,0.019743,0.0036196,0.0032906,0.0042777,0.0019743,0,0.0016453,0.00065811,0.0019743,0.00065811,0.00032906,0,0,0,0,0,0.00065811,0.00098717,0,0,0,0,0,0.0013162,0,0,0,0,0,0,0.00098717,0,0,0,0,0,0.00032906,0.00032906,0,0.00032906,0,0,0,0,0,0,
2008mccain0602.txt,0.0078691,0.0056657,0.0034624,0.0025181,0.0031476,0,0.001259,0.0050362,0.0037771,0.0015738,0,0,0.00094429,0,0.0022033,0,0.00031476,0.00062952,0,0,0,0,0.00062952,0.00094429,0,0,0.00031476,0.00062952,0.00062952,0.00031476,0.00031476,0.00031476,0,0,0,0,0,0.001259,0,0.001259,0,0,0.00031476,0.00031476,0,0,
2008mccain0603.txt,0.013734,0.0025751,0.0037196,0.0037196,0.0025751,0.0020029,0.0037196,0.0048641,0.0054363,0.0014306,0.00085837,0.00057225,0.0034335,0.00028612,0.0057225,0,0.00028612,0.00085837,0,0,0,0,0.00085837,0.0014306,0,0.00028612,0,0.0057225,0.00057225,0.00057225,0.0025751,0.0014306,0,0.00028612,0.00028612,0.00085837,0.00028612,0,0.00028612,0.00057225,0,0,0,0,0.00085837,0,
2008mccain0610.txt,0.0093593,0.0061195,0.0043197,0.012959,0.0025198,0,0.0039597,0.0017999,0.0014399,0.00071994,0,0.00035997,0,0.00071994,0.0021598,0,0.00035997,0.00071994,0,0,0,0.00071994,0.0061195,0,0,0.0010799,0,0.0014399,0,0.00035997,0.0021598,0,0,0,0,0.0021598,0.00035997,0.00035997,0.00071994,0,0.00035997,0.00071994,0,0.00071994,0.0010799,0,
2008mccain0617.txt,0.016343,0.0066482,0.0047091,0.0036011,0.0022161,0.00083102,0.001108,0.0022161,0.0033241,0.001108,0.00055402,0,0,0.00083102,0.00055402,0,0.00027701,0.0022161,0.00027701,0,0,0,0.00027701,0,0,0.0019391,0,0.00055402,0,0,0.00055402,0,0.00027701,0,0,0,0.00027701,0,0,0,0.001385,0,0,0,0,0,
2008mccain0618.txt,0.014706,0.0045249,0.0096154,0.0079186,0.0016968,0.00056561,0.0016968,0.0022624,0.0033937,0.0011312,0.00056561,0.00056561,0.0011312,0,0.0039593,0,0,0.00056561,0.0011312,0,0,0.0011312,0.00056561,0,0,0.0022624,0,0.0028281,0,0,0,0,0,0,0,0,0,0,0.00056561,0,0,0.0011312,0,0,0,0,
2008mccain0620.txt,0.017865,0.0040197,0.0044663,0.003573,0.0026798,0.00044663,0,0.00044663,0.0058062,0.00089326,0.00044663,0,0.00044663,0,0.00089326,0,0.00044663,0.00044663,0,0,0,0.00089326,0,0.00089326,0,0.0013399,0,0,0.00044663,0,0.0013399,0,0,0,0,0,0.00089326,0.00089326,0.00089326,0,0,0,0,0.00089326,0,0,
2008mccain0623.txt,0.016824,0.0026918,0.0060565,0.0067295,0.0026918,0,0.0026918,0,0.0026918,0.0026918,0,0,0,0,0,0,0,0,0.00067295,0,0,0.0033647,0.00067295,0,0,0.00067295,0,0,0,0,0.00067295,0,0.0013459,0,0,0,0.00067295,0,0.00067295,0,0,0.00067295,0,0,0,0,
2008mccain0624.txt,0.016908,0.0048309,0.0078502,0.0084541,0.00060386,0,0.0024155,0,0.0018116,0,0,0.0012077,0,0.00060386,0,0,0,0.00060386,0,0,0,0.0018116,0.00060386,0.00060386,0,0.0024155,0,0,0,0,0.00060386,0,0,0.00060386,0,0,0,0,0,0.00060386,0,0,0.00060386,0,0,0,
2008mccain0625.txt,0.019886,0.0042614,0.0099432,0.011364,0.0036932,0,0.0022727,0,0.003125,0.0017045,0,0.00028409,0,0,0,0,0.00056818,0.0014205,0,0,0,0,0,0.00056818,0,0.0019886,0,0,0,0,0.0011364,0,0.00056818,0.00085227,0,0,0.00028409,0,0.00056818,0.00028409,0.00085227,0.0011364,0,0,0.00028409,0,
2008mccain0628.txt,0.017378,0.0024826,0.0054618,0.009434,0.0024826,0.00049652,0.0049652,0,0,0.00049652,0,0.00049652,0.00049652,0.00099305,0.00049652,0,0.00099305,0.00099305,0,0,0,0,0.0014896,0.00049652,0,0,0,0.00049652,0,0,0,0,0,0,0,0,0.00049652,0.00099305,0,0.00099305,0,0,0,0.00049652,0,0,
2008mccain0701.txt,0.0089563,0.0037892,0.0048226,0.0051671,0.0024113,0.00034447,0.0013779,0.0020668,0.0020668,0.0020668,0,0.00068894,0.0031002,0.0010334,0.00068894,0,0.00034447,0.0017224,0,0,0,0.00068894,0,0,0,0.00034447,0.00034447,0.00068894,0,0,0.00068894,0.00034447,0,0,0,0,0.00034447,0.00034447,0.00068894,0.00034447,0,0.0010334,0,0,0.00068894,0,
2008mccain0707.txt,0.010101,0.002635,0.0065876,0.014932,0.0017567,0.00043917,0.0061484,0.002635,0.0039526,0.00043917,0.00087835,0,0.0013175,0.00043917,0.002635,0,0.0013175,0.0017567,0,0,0,0.0043917,0.0039526,0.00087835,0,0.00087835,0,0.0017567,0,0.00043917,0.00087835,0.00087835,0.00043917,0,0,0.00043917,0,0,0.00043917,0,0,0,0,0,0,0,
2008mccain0709.txt,0.011494,0.0031348,0.0073145,0.015674,0.0020899,0,0.0073145,0.0020899,0.0047022,0.0015674,0.0010449,0.00052247,0.00052247,0,0.0031348,0,0.0015674,0.0020899,0,0,0,0.0031348,0.0026123,0.0010449,0,0.0010449,0,0.0020899,0,0.00052247,0.0015674,0.0010449,0.00052247,0,0,0.0010449,0,0,0,0,0,0,0,0,0.00052247,0,
2008mccain0714.txt,0.0092908,0.0037163,0.0027872,0.0027872,0.0012388,0.00030969,0.008052,0.0015485,0.0021679,0.0012388,0,0.00061939,0.0021679,0.00092908,0.0024775,0,0.00092908,0.00092908,0,0,0,0.00092908,0.00092908,0,0,0,0.00030969,0.0015485,0.00030969,0,0,0.00030969,0.00030969,0,0,0,0.00030969,0.00030969,0,0.00030969,0,0,0,0,0,0,
2008mccain0716.txt,0.0072993,0.0060298,0.0053951,0.0095208,0.003491,0.00031736,0.0057125,0.0022215,0.003491,0.0012694,0.00063472,0.00063472,0.0028562,0,0.0012694,0.00031736,0.0015868,0.0015868,0.00031736,0,0,0.00063472,0.00063472,0.00031736,0,0.0019042,0.00031736,0.0012694,0,0,0.00031736,0,0.00031736,0,0,0.00063472,0,0.0022215,0.00031736,0.00031736,0,0,0,0,0.0012694,0,
2008mccain0725.txt,0.01183,0.0049293,0.0032862,0.0036149,0.0023004,0,0.0032862,0.012488,0.002629,0.00032862,0,0.00032862,0.0049293,0.00032862,0.005258,0,0.00098587,0,0,0,0,0.00032862,0,0.00065725,0,0,0.00032862,0.0046007,0,0.00032862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032862,0,0,
2008mccain0726.txt,0.0091013,0.0079636,0.0022753,0.003413,0.0022753,0,0.0022753,0,0.0045506,0,0,0,0.0022753,0,0,0,0.003413,0.0011377,0,0,0,0,0,0,0,0,0.0011377,0,0,0,0,0,0.0011377,0,0,0,0.0011377,0.003413,0,0.0022753,0,0,0,0,0.0011377,0,
2008mccain0801.txt,0.0070946,0.0050676,0.0054054,0.011149,0.0030405,0.00067568,0.0043919,0.0016892,0.0033784,0.002027,0.00067568,0.00067568,0.0010135,0,0.0016892,0,0.0010135,0.0010135,0.00033784,0,0,0.00067568,0.0016892,0,0,0.002027,0.00067568,0.0013514,0,0,0.00067568,0,0,0,0,0.00067568,0,0.0010135,0.00067568,0,0,0.00033784,0,0,0.0013514,0,
2008mccain0811.txt,0.0068631,0.0088817,0.0076706,0.010497,0.0020186,0.00040371,0.0036334,0.002826,0.0012111,0.00040371,0,0,0.00040371,0.00040371,0.0016149,0,0.00080743,0.00040371,0.00040371,0,0,0,0,0,0,0.00080743,0,0.0012111,0,0,0,0,0,0.00040371,0,0.00040371,0.0012111,0,0,0.00080743,0,0,0,0.00040371,0.00040371,0,
2008mccain0819.txt,0.0056818,0.0056818,0.019886,0.014205,0,0.0028409,0,0.0028409,0.0085227,0,0,0,0,0,0.0028409,0,0,0,0,0,0,0,0,0,0,0,0,0.0028409,0,0.0028409,0,0,0,0,0,0,0.0028409,0,0,0,0,0,0,0,0,0,
2008mccain0826.txt,0.0082544,0.0079486,0.0061143,0.0085601,0.0030572,0.00030572,0.00428,0.0030572,0.0015286,0.0024457,0.00030572,0.00061143,0.00030572,0.00061143,0.00091715,0,0.00030572,0.00061143,0.00030572,0,0,0,0,0.00030572,0,0.00061143,0.00030572,0.00091715,0,0,0.00030572,0,0.00030572,0.00030572,0,0.00030572,0.00061143,0.00030572,0.00030572,0,0,0,0,0.00030572,0.00061143,0,
2008mccain0919.txt,0.0052434,0.0044944,0.0097378,0.015356,0.0014981,0,0.0037453,0.0059925,0.0022472,0,0.00074906,0.00037453,0.0026217,0,0.0033708,0,0.00074906,0.00037453,0,0,0,0.00074906,0.0018727,0,0,0.0018727,0,0.0037453,0,0.00037453,0,0.00037453,0.0011236,0,0,0,0,0,0.00037453,0,0,0,0,0.00037453,0.0014981,0,
2008mccain0924.txt,0.0079745,0.0047847,0.019139,0.015949,0.0047847,0,0,0,0.0047847,0.0015949,0,0,0,0,0,0,0.0015949,0,0,0,0,0,0.0015949,0.0031898,0,0.0079745,0,0,0,0.0015949,0,0,0.0015949,0,0,0,0.0015949,0,0,0,0,0,0,0,0,0,
2008mccain0925.txt,0.013748,0.0056611,0.01294,0.0072786,0.0028306,0.00040437,0.00080873,0.00040437,0.0048524,0.0012131,0,0.00040437,0.00040437,0.00040437,0.00040437,0,0.00040437,0.00080873,0,0,0,0,0.0012131,0.0016175,0,0.0016175,0,0.00040437,0.0020218,0,0.0024262,0,0.00040437,0,0,0,0.00080873,0,0.00080873,0.00040437,0,0,0,0,0,0,
2008mccain0928.txt,0.0065741,0.0036523,0.010957,0.013879,0.0043828,0.0036523,0.0087655,0.0087655,0.0014609,0.00073046,0.00073046,0,0.0014609,0,0.0051132,0,0.00073046,0.00073046,0,0,0,0.0014609,0.0021914,0,0,0.0029218,0,0.0073046,0,0,0.0029218,0.00073046,0,0,0,0.0021914,0,0,0,0,0,0,0,0,0.0021914,0,
2008mccain0929.txt,0.0021692,0.019523,0.0021692,0.0021692,0.0021692,0,0.0021692,0,0,0.0021692,0,0,0.0021692,0,0.0021692,0,0,0,0,0,0,0,0.0021692,0,0,0,0,0.0021692,0,0.0021692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008mccain0930.txt,0.0053191,0.0088652,0.012411,0.0070922,0.001773,0,0,0,0.0053191,0,0,0,0,0,0,0.001773,0,0,0,0,0,0,0.001773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008mccain1001.txt,0.020517,0.0044603,0.0071365,0.021855,0.0026762,0.00044603,0.0017841,0.0022302,0.0022302,0.00089206,0,0.00089206,0.0026762,0,0,0.00044603,0,0.00089206,0,0,0,0.00089206,0.0022302,0.00044603,0,0.0017841,0.00044603,0,0,0.00044603,0.00044603,0.00044603,0.00044603,0.00044603,0,0.00089206,0.00044603,0.00044603,0,0,0,0.00089206,0,0,0.00044603,0,
2008mccain1006.txt,0.0052103,0.0040938,0.0081876,0.0096762,0.002233,0.00074432,0.0066989,0.024563,0.013026,0.0018608,0,0.00037216,0.0093041,0.002233,0.010048,0.00037216,0.00074432,0.00037216,0,0,0,0.00037216,0,0.00037216,0,0.002233,0,0.0093041,0,0.0011165,0,0.0026051,0.00037216,0.00037216,0,0.002233,0,0,0.00037216,0,0,0.00037216,0,0,0.00037216,0,
2008mccain1008.txt,0.0039043,0.0053685,0.0058565,0.011713,0.0024402,0.0014641,0.0068326,0.020986,0.010249,0.0019522,0.00048804,0.00097609,0.0053685,0.0014641,0.0078087,0.00048804,0.00097609,0.00048804,0,0,0,0.00048804,0.00048804,0.00048804,0,0.0024402,0,0.0073206,0,0.0014641,0,0.0019522,0.00097609,0.00048804,0,0.00097609,0,0,0,0,0,0,0,0,0.00048804,0,
2008mccain1010.txt,0.0056754,0.0045403,0.0051078,0.015323,0.0028377,0.0017026,0.0085131,0.012486,0.0056754,0.0022701,0.00056754,0.00056754,0.0039728,0,0.0034052,0.00056754,0.0011351,0.0011351,0,0,0,0.00056754,0.00056754,0,0,0.0028377,0,0.0039728,0,0.0011351,0,0.0011351,0.00056754,0.00056754,0,0.0017026,0,0,0,0,0,0.00056754,0,0.00056754,0.00056754,0,
